dataset,seq_len,pred_len,model,norm,alpha,seed,MSE,MAE,RMSE,MAPE,MSPE,dish_init,scaled,prior,features,timestamp
ECL,24,24,Informer,none,0.0,2024,106932616.0,1043.5553,10340.823,525751680.0,3.4697097e+20,avg,False,none,M,20260619_121049
ETTh1,96,96,Autoformer,dishts,0.0,2024,13.59815,2.07852,3.68757,899146.44,506987100000000.0,uni,False,none,M,20260619_121059
ETTh1,96,96,Autoformer,dishts,0.0,2025,12.51036,1.99217,3.537,793619.3,403839570000000.0,uni,False,none,M,20260619_121516
ETTh1,168,168,Autoformer,dishts,0.0,2023,12.69605,2.07316,3.56315,824481.4,393506300000000.0,avg,False,none,M,20260619_122841
ECL,24,24,Informer,none,0.0,2024,106884616.0,1043.3756,10338.502,524488200.0,3.469979e+20,avg,False,none,M,20260619_123600
ETTh1,168,168,Autoformer,dishts,0.0,2024,11.92676,2.012,3.45352,888265.1,452363000000000.0,avg,False,none,M,20260619_124237
ETTh1,168,168,Autoformer,dishts,0.0,2025,13.83101,2.11042,3.71901,843258.94,417899680000000.0,avg,False,none,M,20260619_125601
ECL,24,24,Informer,none,0.0,2025,106873210.0,1042.7032,10337.95,520487800.0,3.460183e+20,avg,False,none,M,20260619_130750
ETTh1,168,168,Autoformer,dishts,0.0,2023,15.56074,2.26234,3.94471,925294.25,417887630000000.0,norm,False,none,M,20260619_131042
ETTh1,168,168,Autoformer,dishts,0.0,2024,15.8364,2.22216,3.9795,913712.2,472555660000000.0,norm,False,none,M,20260619_132156
ECL,24,24,Informer,none,0.0,2025,20338634.0,483.49695,4509.8374,517883330.0,3.202489e+20,avg,False,none,M,20260619_132231
ETTh1,168,168,Autoformer,dishts,0.0,2025,16.08564,2.21793,4.01069,908462.2,471583000000000.0,norm,False,none,M,20260619_133008
ETTh1,168,168,Autoformer,dishts,0.0,2023,12.07274,1.99372,3.47458,840346.06,433629360000000.0,uni,False,none,M,20260619_134114
ECL,48,48,Informer,none,0.0,2023,64405904.0,753.8681,8025.3286,512715740.0,3.00326e+20,avg,False,none,M,20260619_135539
ETTh1,168,168,Autoformer,dishts,0.0,2024,15.69644,2.23527,3.96187,981475.8,528052770000000.0,uni,False,none,M,20260619_140102
ETTh1,168,168,Autoformer,dishts,0.0,2025,15.83282,2.16153,3.97905,828642.75,381865270000000.0,uni,False,none,M,20260619_140925
ETTh1,24,24,NBEATS,dishts,0.0,2023,8.42485,1.49233,2.90256,588923.06,286988440000000.0,avg,False,none,M,20260619_140949
ETTh1,24,24,NBEATS,dishts,0.0,2024,8.29148,1.48511,2.87949,626224.9,306727440000000.0,avg,False,none,M,20260619_141011
ETTh1,24,24,NBEATS,dishts,0.0,2025,7.97574,1.47563,2.82413,608868.56,289222600000000.0,avg,False,none,M,20260619_141039
ECL,96,96,Informer,none,0.0,2023,106760830.0,1047.5043,10332.513,518074270.0,3.53562e+20,avg,False,none,M,20260619_141058
ETTh1,24,24,NBEATS,dishts,0.0,2023,8.23486,1.49069,2.86964,636150.56,313370700000000.0,norm,False,none,M,20260619_141105
ETTh1,24,24,NBEATS,dishts,0.0,2024,8.11407,1.50746,2.84852,607234.94,275224260000000.0,norm,False,none,M,20260619_141142
ETTh1,24,24,NBEATS,dishts,0.0,2025,8.20345,1.50656,2.86417,639345.25,296680870000000.0,norm,False,none,M,20260619_141217
ETTh1,24,24,NBEATS,dishts,0.0,2023,8.31755,1.4933,2.88402,591260.25,287305100000000.0,uni,False,none,M,20260619_141249
ETTh1,24,24,NBEATS,dishts,0.0,2024,8.40706,1.50258,2.89949,593986.5,290350560000000.0,uni,False,none,M,20260619_141323
ETTh1,24,24,NBEATS,dishts,0.0,2025,8.38543,1.50664,2.89576,591697.94,274367000000000.0,uni,False,none,M,20260619_141355
ETTh1,96,96,NBEATS,dishts,0.0,2023,9.93509,1.744,3.152,773885.56,389757380000000.0,avg,False,none,M,20260619_141417
ETTh1,96,96,NBEATS,dishts,0.0,2024,9.93751,1.7552,3.15238,821190.8,438089180000000.0,avg,False,none,M,20260619_141449
ETTh1,96,96,NBEATS,dishts,0.0,2025,9.74949,1.73883,3.12242,796310.2,404511160000000.0,avg,False,none,M,20260619_141514
ETTh1,96,96,NBEATS,dishts,0.0,2023,9.91524,1.74829,3.14885,770611.06,386371100000000.0,norm,False,none,M,20260619_141538
ETTh1,96,96,NBEATS,dishts,0.0,2024,9.93369,1.74298,3.15178,783953.5,401451100000000.0,norm,False,none,M,20260619_141602
ETTh1,96,96,NBEATS,dishts,0.0,2025,9.99662,1.75573,3.16174,781930.44,392259930000000.0,norm,False,none,M,20260619_141627
ETTh1,96,96,NBEATS,dishts,0.0,2023,9.63216,1.71592,3.10357,771220.0,408615770000000.0,uni,False,none,M,20260619_141655
ETTh1,96,96,NBEATS,dishts,0.0,2024,9.83328,1.739,3.13581,783531.2,409577170000000.0,uni,False,none,M,20260619_141718
ETTh1,96,96,NBEATS,dishts,0.0,2025,9.59714,1.73471,3.09792,770441.44,409673140000000.0,uni,False,none,M,20260619_141748
ETTh1,168,168,NBEATS,dishts,0.0,2023,10.5296,1.84989,3.24493,854526.44,448346770000000.0,avg,False,none,M,20260619_141809
ETTh1,168,168,NBEATS,dishts,0.0,2024,10.46406,1.8361,3.23482,859068.7,450232060000000.0,avg,False,none,M,20260619_141834
ETTh1,168,168,NBEATS,dishts,0.0,2025,10.53774,1.85543,3.24619,861542.1,456352000000000.0,avg,False,none,M,20260619_141856
ETTh1,168,168,NBEATS,dishts,0.0,2023,10.43689,1.8227,3.23062,839392.2,446112800000000.0,norm,False,none,M,20260619_141918
ETTh1,168,168,NBEATS,dishts,0.0,2024,10.70381,1.84242,3.27167,854099.9,439645230000000.0,norm,False,none,M,20260619_141939
ETTh1,168,168,NBEATS,dishts,0.0,2025,10.45629,1.82967,3.23362,843025.75,433876300000000.0,norm,False,none,M,20260619_142001
ETTh1,168,168,NBEATS,dishts,0.0,2023,10.61707,1.84556,3.25838,832456.2,433886250000000.0,uni,False,none,M,20260619_142022
ETTh1,168,168,NBEATS,dishts,0.0,2024,10.37609,1.83077,3.22119,851247.6,445036360000000.0,uni,False,none,M,20260619_142048
ETTh1,168,168,NBEATS,dishts,0.0,2025,10.46409,1.83706,3.23482,827225.8,424297870000000.0,uni,False,none,M,20260619_142109
WTH,24,24,Autoformer,dishts,0.0,2023,2576.1145,13.33954,50.75544,196800670.0,3.0976772e+18,avg,False,none,M,20260619_143152
WTH,24,24,Autoformer,dishts,0.0,2024,2761.6426,13.07449,52.55134,184041440.0,2.5465426e+18,avg,False,none,M,20260619_144008
ECL,96,96,Informer,none,0.0,2024,106757670.0,1048.7648,10332.36,529888540.0,3.5533802e+20,avg,False,none,M,20260619_144309
ECL,48,48,Informer,none,0.0,2024,35216024.0,637.9278,5934.309,536240000.0,3.3065826e+20,avg,False,none,M,20260619_144719
WTH,24,24,Autoformer,dishts,0.0,2025,2381.1826,11.72697,48.79736,137286020.0,1.645264e+18,avg,False,none,M,20260619_145057
WTH,24,24,Autoformer,dishts,0.0,2023,2834.003,12.99339,53.23536,171998140.0,2.7158946e+18,norm,False,none,M,20260619_145915
WTH,24,24,Autoformer,dishts,0.0,2024,2920.8394,13.71115,54.04479,209151950.0,3.5338598e+18,norm,False,none,M,20260619_150617
WTH,24,24,Autoformer,dishts,0.0,2025,2642.8506,12.65341,51.40866,182516130.0,2.7693072e+18,norm,False,none,M,20260619_151356
WTH,24,24,Autoformer,dishts,0.0,2023,2732.455,13.127,52.27289,187127740.0,2.3770303e+18,uni,False,none,M,20260619_152057
ECL,48,48,Informer,none,0.0,2025,74222184.0,911.89453,8615.2295,543883140.0,2.972585e+20,avg,False,none,M,20260619_152435
WTH,24,24,Autoformer,dishts,0.0,2024,2567.3054,12.34028,50.66858,167532930.0,2.3556685e+18,uni,False,none,M,20260619_153007
WTH,24,24,Autoformer,dishts,0.0,2025,2499.2842,12.16052,49.99284,151424670.0,1.9210336e+18,uni,False,none,M,20260619_153831
WTH,96,96,Autoformer,dishts,0.0,2023,2876.1692,16.50813,53.62993,428694560.0,4.3277896e+18,avg,False,none,M,20260619_160311
ECL,96,96,Informer,none,0.0,2023,106760820.0,1047.5044,10332.513,518074340.0,3.53562e+20,avg,False,none,M,20260619_160622
WTH,96,96,Autoformer,dishts,0.0,2024,3200.6755,18.28846,56.57451,478808480.0,5.6683684e+18,avg,False,none,M,20260619_162734
ECL,96,96,Informer,none,0.0,2024,106757680.0,1048.7649,10332.36,529888860.0,3.55338e+20,avg,False,none,M,20260619_165750
WTH,96,96,Autoformer,dishts,0.0,2025,3070.4343,17.15232,55.4115,437736300.0,4.9394367e+18,avg,False,none,M,20260619_165926
ECL,168,168,Informer,none,0.0,2023,77681340.0,995.85736,8813.702,525345440.0,3.1173037e+20,avg,False,none,M,20260619_171551
WTH,96,96,Autoformer,dishts,0.0,2023,3165.4785,17.27887,56.26258,483072100.0,6.130223e+18,norm,False,none,M,20260619_172707
WTH,96,96,Autoformer,dishts,0.0,2024,3063.8865,17.08394,55.35238,479144930.0,5.1002436e+18,norm,False,none,M,20260619_175532
ECL,168,168,Informer,none,0.0,2024,109257340.0,1054.558,10452.623,520210700.0,3.4050696e+20,avg,False,none,M,20260619_180632
WTH,96,96,Autoformer,dishts,0.0,2025,3089.7302,17.52252,55.58534,491662800.0,5.059563e+18,norm,False,none,M,20260619_182121
ECL,96,96,Informer,none,0.0,2025,55480560.0,805.7081,7448.5273,527424500.0,3.2984582e+20,avg,False,none,M,20260619_184647
WTH,96,96,Autoformer,dishts,0.0,2023,2943.4658,16.6634,54.25372,430619940.0,4.50336e+18,uni,False,none,M,20260619_184757
WTH,96,96,Autoformer,dishts,0.0,2024,2923.415,16.72308,54.06862,443136060.0,4.3424497e+18,uni,False,none,M,20260619_192530
WTH,96,96,Autoformer,dishts,0.0,2025,3225.776,17.82518,56.79592,515737250.0,5.759893e+18,uni,False,none,M,20260619_194955
ECL,168,168,Informer,none,0.0,2025,58125516.0,828.48895,7624.009,518131940.0,3.067154e+20,avg,False,none,M,20260619_195520
WTH,168,168,Autoformer,dishts,0.0,2023,3109.4307,19.66107,55.76227,732233100.0,9.250971e+18,avg,False,none,M,20260619_203551
ECL,168,168,Informer,none,0.0,2023,65869060.0,884.8324,8115.9756,427359420.0,2.891891e+20,avg,False,none,M,20260619_205222
WTH,168,168,Autoformer,dishts,0.0,2024,3436.3386,20.34892,58.6203,760357100.0,9.985924e+18,avg,False,none,M,20260619_211508
ECL,336,336,Informer,none,0.0,2023,110385800.0,1057.6532,10506.465,472240830.0,2.031751e+20,avg,False,none,M,20260619_212036
WTH,168,168,Autoformer,dishts,0.0,2025,3328.235,18.88133,57.69086,617344700.0,7.456141e+18,avg,False,none,M,20260619_220041
WTH,168,168,Autoformer,dishts,0.0,2023,2821.8652,17.29598,53.12123,455092130.0,5.1554555e+18,norm,False,none,M,20260619_224352
ECL,336,336,Informer,none,0.0,2024,110419800.0,1057.0194,10508.083,454180030.0,1.9954215e+20,avg,False,none,M,20260619_224616
ECL,168,168,Informer,none,0.0,2024,71867270.0,943.9,8477.457,487240300.0,3.0514037e+20,avg,False,none,M,20260619_230851
WTH,168,168,Autoformer,dishts,0.0,2024,2789.2998,17.25355,52.81382,460683420.0,4.5879808e+18,norm,False,none,M,20260619_234326
ECL,168,168,Informer,none,0.0,2025,109215550.0,1054.2688,10450.624,521904220.0,3.4103163e+20,avg,False,none,M,20260620_001243
WTH,168,168,Autoformer,dishts,0.0,2025,3175.5977,18.89901,56.35244,601157800.0,6.471569e+18,norm,False,none,M,20260620_004726
ECL,336,336,Informer,none,0.0,2025,74619120.0,953.6879,8638.236,464977440.0,1.9408384e+20,avg,False,none,M,20260620_010540
ECL,24,24,Informer,revin,0.0,2023,6116564.5,279.001,2473.169,188186640.0,2.2211528e+20,avg,False,none,M,20260620_012718
ECL,24,24,Informer,revin,0.0,2024,5636297.0,286.2326,2374.0889,145097980.0,2.2462556e+20,avg,False,none,M,20260620_014227
WTH,168,168,Autoformer,dishts,0.0,2023,2449.829,16.45482,49.49574,391908830.0,3.2281224e+18,uni,False,none,M,20260620_014923
ECL,24,24,Informer,revin,0.0,2025,6087963.0,288.05914,2467.3796,141041580.0,2.2374778e+20,avg,False,none,M,20260620_015927
ECL,336,336,Informer,none,0.0,2023,80609976.0,999.78595,8978.306,515482700.0,1.9357803e+20,avg,False,none,M,20260620_020844
ECL,96,96,Informer,revin,0.0,2023,10428733.0,343.23547,3229.355,146545840.0,3.0480605e+20,avg,False,none,M,20260620_022849
WTH,168,168,Autoformer,dishts,0.0,2024,2776.7524,18.56937,52.6949,640047550.0,7.5673684e+18,uni,False,none,M,20260620_025023
ECL,96,96,Informer,revin,0.0,2024,10799306.0,341.5472,3286.2297,152894000.0,3.056777e+20,avg,False,none,M,20260620_025630
ECL,96,96,Informer,revin,0.0,2025,10573911.0,337.8915,3251.7551,155048260.0,3.0612395e+20,avg,False,none,M,20260620_032305
ECL,336,336,Informer,none,0.0,2024,110400430.0,1057.6489,10507.161,483904060.0,2.0648617e+20,avg,False,none,M,20260620_033040
WTH,168,168,Autoformer,dishts,0.0,2025,2381.529,16.07033,48.80091,411375870.0,3.2855634e+18,uni,False,none,M,20260620_034541
WTH,24,24,NBEATS,dishts,0.0,2023,2129.9482,10.51874,46.15136,92360450.0,1.2316063e+18,avg,False,none,M,20260620_034805
WTH,24,24,NBEATS,dishts,0.0,2024,2214.1042,10.85409,47.05427,105089780.0,1.2366615e+18,avg,False,none,M,20260620_035012
WTH,24,24,NBEATS,dishts,0.0,2025,2116.9917,10.6758,46.01078,84013950.0,1.0629715e+18,avg,False,none,M,20260620_035218
WTH,24,24,NBEATS,dishts,0.0,2023,2158.8306,10.70874,46.46322,90686170.0,9.0610176e+17,norm,False,none,M,20260620_035502
WTH,24,24,NBEATS,dishts,0.0,2024,2229.4897,10.76258,47.21747,84267784.0,9.920073e+17,norm,False,none,M,20260620_035718
WTH,24,24,NBEATS,dishts,0.0,2025,2054.837,10.78415,45.33031,102501220.0,1.3449632e+18,norm,False,none,M,20260620_035828
WTH,24,24,NBEATS,dishts,0.0,2023,2192.4236,10.97562,46.82332,86274770.0,1.0721751e+18,uni,False,none,M,20260620_040019
WTH,24,24,NBEATS,dishts,0.0,2024,2014.4578,10.4559,44.88271,88096120.0,1.0068546e+18,uni,False,none,M,20260620_040220
WTH,24,24,NBEATS,dishts,0.0,2025,2119.132,10.69172,46.03403,101805970.0,1.1291765e+18,uni,False,none,M,20260620_040439
WTH,96,96,NBEATS,dishts,0.0,2023,2285.7456,13.43129,47.80947,192828350.0,1.620798e+18,avg,False,none,M,20260620_040607
WTH,96,96,NBEATS,dishts,0.0,2024,2266.918,14.509,47.61216,192140220.0,1.4771234e+18,avg,False,none,M,20260620_040742
WTH,96,96,NBEATS,dishts,0.0,2025,2020.7993,12.62448,44.9533,172361800.0,1.1723246e+18,avg,False,none,M,20260620_040950
WTH,96,96,NBEATS,dishts,0.0,2023,2284.6914,13.65314,47.79844,200495410.0,1.7333573e+18,norm,False,none,M,20260620_041127
WTH,96,96,NBEATS,dishts,0.0,2024,2234.817,13.69599,47.27385,203904140.0,1.6424715e+18,norm,False,none,M,20260620_041242
WTH,96,96,NBEATS,dishts,0.0,2025,2273.3203,13.99019,47.67935,215950380.0,1.8111327e+18,norm,False,none,M,20260620_041408
WTH,96,96,NBEATS,dishts,0.0,2023,2361.3618,14.35346,48.59384,253230610.0,2.2703242e+18,uni,False,none,M,20260620_041522
WTH,96,96,NBEATS,dishts,0.0,2024,2260.4836,13.5991,47.54454,208976620.0,1.7501325e+18,uni,False,none,M,20260620_041709
WTH,96,96,NBEATS,dishts,0.0,2025,2365.4456,13.82577,48.63584,231262180.0,2.2582707e+18,uni,False,none,M,20260620_041836
WTH,168,168,NBEATS,dishts,0.0,2023,1845.2704,12.95494,42.95661,178519340.0,8.0504455e+17,avg,False,none,M,20260620_041953
WTH,168,168,NBEATS,dishts,0.0,2024,1806.4421,12.99661,42.50226,148870820.0,5.3963498e+17,avg,False,none,M,20260620_042213
WTH,168,168,NBEATS,dishts,0.0,2025,1807.053,13.23558,42.50944,161666850.0,6.518628e+17,avg,False,none,M,20260620_042350
WTH,168,168,NBEATS,dishts,0.0,2023,1818.8851,12.88662,42.64839,151835890.0,6.148923e+17,norm,False,none,M,20260620_042528
WTH,168,168,NBEATS,dishts,0.0,2024,1794.0829,12.38009,42.35662,149797140.0,6.144039e+17,norm,False,none,M,20260620_042658
WTH,168,168,NBEATS,dishts,0.0,2025,1805.131,12.53668,42.48684,157620130.0,7.552406e+17,norm,False,none,M,20260620_042810
WTH,168,168,NBEATS,dishts,0.0,2023,1800.2997,12.45242,42.42994,162796240.0,6.784852e+17,uni,False,none,M,20260620_042927
WTH,168,168,NBEATS,dishts,0.0,2024,1786.0266,12.33852,42.26141,154334510.0,6.3914845e+17,uni,False,none,M,20260620_043048
WTH,168,168,NBEATS,dishts,0.0,2025,1802.3256,12.24743,42.4538,149761820.0,6.347158e+17,uni,False,none,M,20260620_043159
ECL,168,168,Informer,revin,0.0,2023,31286422.0,497.84717,5593.427,153632510.0,2.769555e+20,avg,False,none,M,20260620_043655
ECL,336,336,Informer,none,0.0,2025,78877900.0,994.68744,8881.323,516325730.0,1.8983042e+20,avg,False,none,M,20260620_051032
ECL,168,168,Informer,revin,0.0,2024,19470320.0,411.2333,4412.5186,156138480.0,2.969549e+20,avg,False,none,M,20260620_051125
ECL,24,24,Informer,revin,0.0,2023,4318878.5,260.3639,2078.1912,138636510.0,2.3554757e+20,avg,False,none,M,20260620_051507
ECL,24,24,Informer,revin,0.0,2024,4496629.0,261.46365,2120.5256,132890510.0,2.3081423e+20,avg,False,none,M,20260620_052145
ECL,24,24,Informer,revin,0.0,2025,4372801.5,261.5159,2091.1245,138607570.0,2.2989481e+20,avg,False,none,M,20260620_052645
ECL,168,168,Informer,revin,0.0,2025,22125628.0,431.2387,4703.7886,155110530.0,2.8080976e+20,avg,False,none,M,20260620_052750
ECL,48,48,Informer,revin,0.0,2023,6041482.0,294.36426,2457.9426,147529630.0,2.8169805e+20,avg,False,none,M,20260620_053310
ECL,48,48,Informer,revin,0.0,2024,6565263.0,311.67178,2562.2769,144357220.0,2.7429186e+20,avg,False,none,M,20260620_054308
ECL,48,48,Informer,revin,0.0,2025,6123308.5,290.47998,2474.532,153525220.0,2.8294473e+20,avg,False,none,M,20260620_055333
ECL,336,336,Informer,revin,0.0,2023,72543200.0,764.91534,8517.2295,124409460.0,1.5751118e+20,avg,False,none,M,20260620_060410
ECL,96,96,Informer,revin,0.0,2023,10394614.0,343.08804,3224.0679,146591180.0,3.05321e+20,avg,False,none,M,20260620_060536
ECL,96,96,Informer,revin,0.0,2024,10830718.0,342.00076,3291.0059,152816400.0,3.0532653e+20,avg,False,none,M,20260620_061906
ECL,96,96,Informer,revin,0.0,2025,10557245.0,337.96613,3249.1914,155139180.0,3.0643762e+20,avg,False,none,M,20260620_063154
ECL,336,336,Informer,revin,0.0,2024,52086244.0,723.84955,7217.08,128077370.0,1.50496e+20,avg,False,none,M,20260620_063902
ECL,168,168,Informer,revin,0.0,2023,19265158.0,407.24277,4389.2095,158411870.0,2.8759634e+20,avg,False,none,M,20260620_070404
ECL,168,168,Informer,revin,0.0,2024,17545782.0,399.05356,4188.7686,151331780.0,2.8515864e+20,avg,False,none,M,20260620_072940
ECL,336,336,Informer,revin,0.0,2025,47048744.0,611.78,6859.2085,121332180.0,1.5001724e+20,avg,False,none,M,20260620_073041
ECL,24,24,Informer,dishts,0.0,2023,5476131.0,290.92154,2340.1135,138736600.0,2.4105067e+20,avg,False,none,M,20260620_073620
ECL,168,168,Informer,revin,0.0,2025,19718310.0,441.76236,4440.5303,156632500.0,2.8051845e+20,avg,False,none,M,20260620_073833
ECL,24,24,Informer,dishts,0.0,2024,4869277.5,271.02533,2206.644,130770850.0,2.1965048e+20,avg,False,none,M,20260620_074520
ECL,336,336,Informer,revin,0.0,2023,43839896.0,664.37976,6621.1704,130153390.0,1.5111477e+20,avg,False,none,M,20260620_075320
ECL,24,24,Informer,dishts,0.0,2025,4978937.0,266.31506,2231.3533,130814440.0,2.275281e+20,avg,False,none,M,20260620_075404
ECL,96,96,Informer,dishts,0.0,2023,6477476.0,298.24713,2545.0886,153661730.0,2.9526465e+20,avg,False,none,M,20260620_080744
ECL,336,336,Informer,revin,0.0,2024,47348390.0,693.7111,6881.016,124872710.0,1.540002e+20,avg,False,none,M,20260620_080833
ECL,96,96,Informer,dishts,0.0,2024,7198264.0,311.2184,2682.958,152365920.0,3.058739e+20,avg,False,none,M,20260620_081912
ECL,96,96,Informer,dishts,0.0,2025,6568550.5,306.29407,2562.9185,155253220.0,2.8611917e+20,avg,False,none,M,20260620_083152
ECL,336,336,Informer,revin,0.0,2025,25744832.0,490.50488,5073.9365,118246150.0,1.6076026e+20,avg,False,none,M,20260620_084327
ECL,168,168,Informer,dishts,0.0,2023,8773955.0,326.71255,2962.0862,149245500.0,2.6236376e+20,avg,False,none,M,20260620_084658
ECL,24,24,Informer,dishts,0.0,2023,3963161.2,253.8702,1990.7692,128319300.0,2.4708688e+20,avg,False,none,M,20260620_084812
ECL,24,24,Informer,dishts,0.0,2024,4480404.5,257.60376,2116.6965,124352700.0,2.3619223e+20,avg,False,none,M,20260620_085500
ECL,24,24,Informer,dishts,0.0,2025,4684842.5,259.34097,2164.4497,129662090.0,2.3783902e+20,avg,False,none,M,20260620_090153
ECL,168,168,Informer,dishts,0.0,2024,9306220.0,324.9902,3050.6099,155863070.0,2.825276e+20,avg,False,none,M,20260620_090331
ECL,48,48,Informer,dishts,0.0,2023,5827749.0,290.05524,2414.073,146627570.0,2.5540207e+20,avg,False,none,M,20260620_090731
ECL,48,48,Informer,dishts,0.0,2024,5383178.0,288.3249,2320.1677,144429620.0,2.6357669e+20,avg,False,none,M,20260620_091533
ECL,168,168,Informer,dishts,0.0,2025,8263874.0,320.5193,2874.6958,155566160.0,2.9713445e+20,avg,False,none,M,20260620_091616
ECL,48,48,Informer,dishts,0.0,2025,5820293.0,287.86877,2412.5283,144010220.0,2.7031599e+20,avg,False,none,M,20260620_092249
ECL,96,96,Informer,dishts,0.0,2023,6481063.0,298.2938,2545.7932,153653440.0,2.9521673e+20,avg,False,none,M,20260620_093517
ECL,336,336,Informer,dishts,0.0,2023,12301877.0,372.3394,3507.4033,116648840.0,1.5921231e+20,avg,False,none,M,20260620_094339
ECL,96,96,Informer,dishts,0.0,2024,7201320.0,311.36743,2683.5276,152306910.0,3.0560635e+20,avg,False,none,M,20260620_094356
ECL,96,96,Informer,dishts,0.0,2025,6560495.5,306.1725,2561.3464,155241460.0,2.85988e+20,avg,False,none,M,20260620_095452
ECL,168,168,Informer,dishts,0.0,2023,8654774.0,327.45346,2941.8994,150931550.0,2.7636823e+20,avg,False,none,M,20260620_101004
ECL,168,168,Informer,dishts,0.0,2024,8523878.0,324.14896,2919.568,154571980.0,2.9031479e+20,avg,False,none,M,20260620_102521
ECL,336,336,Informer,dishts,0.0,2024,13331446.0,372.23624,3651.2253,117252550.0,1.5798258e+20,avg,False,none,M,20260620_102824
ECL,168,168,Informer,dishts,0.0,2025,8007150.0,322.50623,2829.6907,154887070.0,2.7247782e+20,avg,False,none,M,20260620_103929
ECL,336,336,Informer,dishts,0.0,2025,15231235.0,407.28937,3902.7212,116469240.0,1.387457e+20,avg,False,none,M,20260620_105410
ECL,24,24,Autoformer,none,0.0,2023,12747418.0,823.03015,3570.3525,724500740.0,2.6463313e+20,avg,False,none,M,20260620_110226
ECL,336,336,Informer,dishts,0.0,2023,12835536.0,388.6659,3582.6716,114620800.0,1.588722e+20,avg,False,none,M,20260620_110734
ECL,24,24,Autoformer,none,0.0,2024,6649884.0,342.97876,2578.7368,221676540.0,1.9745058e+20,avg,False,none,M,20260620_111606
ECL,24,24,Autoformer,none,0.0,2025,8458821.0,376.01828,2908.405,246722320.0,1.9900346e+20,avg,False,none,M,20260620_113044
ECL,336,336,Informer,dishts,0.0,2024,14552408.0,390.8174,3814.762,114211030.0,1.5341864e+20,avg,False,none,M,20260620_113512
ECL,96,96,Autoformer,none,0.0,2023,46537564.0,817.06934,6821.844,330535700.0,2.9071374e+20,avg,False,none,M,20260620_114031
ECL,336,336,Informer,dishts,0.0,2025,14705294.0,393.3571,3834.748,112631640.0,1.515878e+20,avg,False,none,M,20260620_120636
ECL,24,24,Autoformer,none,0.0,2023,6595856.5,391.98593,2568.2397,331570200.0,2.0824995e+20,avg,False,none,M,20260620_121249
ECL,96,96,Autoformer,none,0.0,2024,38108348.0,833.46533,6173.1953,513726700.0,3.244386e+20,avg,False,none,M,20260620_121605
ECL,24,24,Autoformer,none,0.0,2024,6479036.0,335.6873,2545.395,253001650.0,1.994485e+20,avg,False,none,M,20260620_122222
ECL,96,96,Autoformer,none,0.0,2025,33529036.0,624.31274,5790.4263,242650340.0,3.0227774e+20,avg,False,none,M,20260620_122625
ECL,24,24,Autoformer,none,0.0,2025,5843027.0,361.36243,2417.2354,297640450.0,1.9964754e+20,avg,False,none,M,20260620_122937
ECL,48,48,Autoformer,none,0.0,2023,27165086.0,683.9288,5212.0137,314927800.0,2.7969662e+20,avg,False,none,M,20260620_123538
ECL,168,168,Autoformer,none,0.0,2023,57788972.0,827.6621,7601.906,242282080.0,2.8410474e+20,avg,False,none,M,20260620_124142
ECL,48,48,Autoformer,none,0.0,2024,14523561.0,529.5656,3810.9792,324108400.0,2.8185147e+20,avg,False,none,M,20260620_124327
ECL,48,48,Autoformer,none,0.0,2025,17197948.0,523.14124,4147.041,294602720.0,2.6803149e+20,avg,False,none,M,20260620_125008
ECL,96,96,Autoformer,none,0.0,2023,46537564.0,817.06934,6821.844,330535700.0,2.9071374e+20,avg,False,none,M,20260620_125838
ECL,168,168,Autoformer,none,0.0,2024,56445644.0,773.1118,7513.0317,275089820.0,2.9075257e+20,avg,False,none,M,20260620_130725
ECL,96,96,Autoformer,none,0.0,2024,40717684.0,749.9514,6381.0415,321911070.0,2.96098e+20,avg,False,none,M,20260620_131318
ECL,96,96,Autoformer,none,0.0,2025,33529036.0,624.31274,5790.4263,242650340.0,3.0227774e+20,avg,False,none,M,20260620_132541
ECL,168,168,Autoformer,none,0.0,2023,52326696.0,786.77826,7233.719,280848830.0,2.8863165e+20,avg,False,none,M,20260620_133845
ECL,168,168,Autoformer,none,0.0,2024,63364492.0,858.73334,7960.1816,256111310.0,2.8679653e+20,avg,False,none,M,20260620_135148
ECL,168,168,Autoformer,none,0.0,2025,45253940.0,685.66943,6727.1055,260632640.0,2.8422277e+20,avg,False,none,M,20260620_140548
ECL,168,168,Autoformer,none,0.0,2025,60594904.0,995.1333,7784.2725,429346620.0,3.029817e+20,avg,False,none,M,20260620_141445
ECL,24,24,Autoformer,revin,0.0,2023,4844028.5,261.3768,2200.9153,119562664.0,1.8063058e+20,avg,False,none,M,20260620_142154
ECL,24,24,Autoformer,revin,0.0,2024,4460838.5,251.08502,2112.0698,120088920.0,1.3095331e+20,avg,False,none,M,20260620_143531
ECL,336,336,Autoformer,none,0.0,2023,61874028.0,838.9396,7866.0044,202051150.0,1.6354252e+20,avg,False,none,M,20260620_144128
ECL,24,24,Autoformer,revin,0.0,2025,4451052.0,259.53607,2109.7517,123681620.0,1.4672544e+20,avg,False,none,M,20260620_144444
ECL,48,48,Autoformer,revin,0.0,2023,5248083.5,283.6365,2290.8696,148249940.0,2.6123065e+20,avg,False,none,M,20260620_145935
ECL,48,48,Autoformer,revin,0.0,2024,6768720.5,317.96225,2601.6765,161236580.0,2.7472086e+20,avg,False,none,M,20260620_150629
